op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
47779,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_chunk], [n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_k]]","[47776, 47778]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47780,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",[47779],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47781,linear_attn,,zeros,[],,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[],56,linear_attn,,1,model.layers.56.linear_attn,aten.zeros.default,[],prefill,True,
47782,linear_attn,,zeros_like,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",[47771],56,linear_attn,,1,model.layers.56.linear_attn,aten.zeros_like.default,[],prefill,True,
47783,linear_attn,,ones,[],,,"[[d_chunk, d_chunk]]",[],56,linear_attn,,1,model.layers.56.linear_attn,aten.ones.default,[],prefill,True,
47784,linear_attn,,triu,"[[d_chunk, d_chunk]]",,,"[[d_chunk, d_chunk]]",[47783],56,linear_attn,,1,model.layers.56.linear_attn,aten.triu.default,[],prefill,True,
47785,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[46920],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47786,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[46921],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47787,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47771],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47788,linear_attn,,transpose,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",[47786],56,linear_attn,,1,model.layers.56.linear_attn,aten.transpose.int,[],prefill,True,
47789,linear_attn,,expand,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[47785],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47790,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_k]]",[47789],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47791,linear_attn,,expand,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",[47788],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47792,linear_attn,,view,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",,,"[[n_h_lin_v, d_head_lin_k, d_chunk]]",[47791],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47793,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_chunk]]",,,"[[n_h_lin_v, d_chunk, d_chunk]]","[47790, 47792]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47794,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, d_chunk]]",[47793],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47795,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, d_chunk]]",[46934],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47796,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_chunk, d_chunk], [B, n_h_lin_v, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, d_chunk]]","[47794, 47795]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47797,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[47780],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47798,linear_attn,,expand,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[47797],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47799,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_k]]",[47798],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47800,linear_attn,,expand,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[47781],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47801,linear_attn,,view,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[47800],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47802,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]","[47799, 47801]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47803,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47802],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47804,linear_attn,,sub,"[[B, n_h_lin_v, d_chunk, d_head_lin_v], [B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]","[47787, 47803]",56,linear_attn,,1,model.layers.56.linear_attn,aten.sub.Tensor,[],prefill,True,
47805,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk]]",[46928],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47806,linear_attn,,unsqueeze,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, 1]]",[47805],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47807,linear_attn,,exp,"[[B, n_h_lin_v, d_chunk, 1]]",,,"[[B, n_h_lin_v, d_chunk, 1]]",[47806],56,linear_attn,,1,model.layers.56.linear_attn,aten.exp.default,[],prefill,False,
47808,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_chunk, d_head_lin_k], [B, n_h_lin_v, d_chunk, 1]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]","[47785, 47807]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47809,linear_attn,,expand,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[47808],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47810,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_k]]",[47809],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47811,linear_attn,,expand,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[47781],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47812,linear_attn,,view,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[47811],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47813,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]","[47810, 47812]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47814,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47813],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47815,linear_attn,,expand,"[[B, n_h_lin_v, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, d_chunk]]",[47796],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47816,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_chunk]]",,,"[[n_h_lin_v, d_chunk, d_chunk]]",[47815],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47817,linear_attn,,expand,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47804],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47818,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",[47817],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47819,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_chunk], [n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]","[47816, 47818]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47820,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47819],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47821,linear_attn,,elementwise_add,"[[B, n_h_lin_v, d_chunk, d_head_lin_v], [B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]","[47814, 47820]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47822,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47782],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47823,linear_attn,,copy_,"[[B, n_h_lin_v, d_chunk, d_head_lin_v], [B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]","[47821, 47822]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47824,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk]]",[46928],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47825,linear_attn,,select,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v]]",[47824],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47826,linear_attn,,unsqueeze,"[[B, n_h_lin_v]]",,,"[[B, n_h_lin_v, 1]]",[47825],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47827,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1]]",,,"[[B, n_h_lin_v, 1, 1]]",[47826],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47828,linear_attn,,exp,"[[B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]",[47827],56,linear_attn,,1,model.layers.56.linear_attn,aten.exp.default,[],prefill,False,
47829,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v], [B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]","[47781, 47828]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47830,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk]]",[46928],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47831,linear_attn,,select,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v]]",[47830],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47832,linear_attn,,unsqueeze,"[[B, n_h_lin_v]]",,,"[[B, n_h_lin_v, 1]]",[47831],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47833,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk]]",[46928],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47834,linear_attn,,sub,"[[B, n_h_lin_v, 1], [B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk]]","[47832, 47833]",56,linear_attn,,1,model.layers.56.linear_attn,aten.sub.Tensor,[],prefill,True,
47835,linear_attn,,exp,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk]]",[47834],56,linear_attn,,1,model.layers.56.linear_attn,aten.exp.default,[],prefill,False,
47836,linear_attn,,unsqueeze,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, 1]]",[47835],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47837,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_chunk, d_head_lin_k], [B, n_h_lin_v, d_chunk, 1]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]","[47786, 47836]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47838,linear_attn,,transpose,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",[47837],56,linear_attn,,1,model.layers.56.linear_attn,aten.transpose.int,[],prefill,True,
47839,linear_attn,,expand,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",[47838],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47840,linear_attn,,view,"[[B, n_h_lin_v, d_head_lin_k, d_chunk]]",,,"[[n_h_lin_v, d_head_lin_k, d_chunk]]",[47839],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47841,linear_attn,,expand,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47804],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47842,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",[47841],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47843,linear_attn,,batched_matmul,"[[n_h_lin_v, d_head_lin_k, d_chunk], [n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[n_h_lin_v, d_head_lin_k, d_head_lin_v]]","[47840, 47842]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47844,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[47843],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47845,linear_attn,,elementwise_add,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v], [B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]","[47829, 47844]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47846,linear_attn,,view,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[47782],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47847,linear_attn,,slice,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, T, d_head_lin_v]]",[47846],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47848,linear_attn,,transpose,"[[B, n_h_lin_v, T, d_head_lin_v]]",,,"[[B, T, n_h_lin_v, d_head_lin_v]]",[47847],56,linear_attn,,1,model.layers.56.linear_attn,aten.transpose.int,[],prefill,True,
47849,linear_attn,,clone,"[[B, T, n_h_lin_v, d_head_lin_v]]",,,"[[B, T, n_h_lin_v, d_head_lin_v]]",[47848],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47850,linear_attn,,_to_copy,"[[B, T, n_h_lin_v, d_head_lin_v]]",,,"[[B, T, n_h_lin_v, d_head_lin_v]]",[47849],56,linear_attn,,1,model.layers.56.linear_attn,aten._to_copy.default,[],prefill,True,
47851,linear_attn,,zeros_like,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",[47845],56,linear_attn,,1,model.layers.56.linear_attn,aten.zeros_like.default,[],prefill,True,
47852,linear_attn,,copy_,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v], [B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_head_lin_k, d_head_lin_v]]","[47845, 47851]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47853,linear_attn,,view,"[[B, T, n_h_lin_v, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47850],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47854,linear_attn,,view,"[[B, T, n_h_lin_v, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[46849],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47855,linear_attn,norm,_to_copy,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47853],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten._to_copy.default,[],prefill,True,
47856,linear_attn,norm,pow,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47855],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.pow.Tensor_Scalar,[],prefill,False,
47857,linear_attn,norm,mean,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, 1]]",[47856],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.mean.dim,[],prefill,False,
47858,linear_attn,norm,elementwise_add,"[[n_h_lin_v*T, 1]]",,,"[[n_h_lin_v*T, 1]]",[47857],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.add.Tensor,[],prefill,False,
47859,linear_attn,norm,rsqrt,"[[n_h_lin_v*T, 1]]",,,"[[n_h_lin_v*T, 1]]",[47858],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.rsqrt.default,[],prefill,False,
47860,linear_attn,norm,elementwise_mul,"[[n_h_lin_v*T, d_head_lin_v], [n_h_lin_v*T, 1]]",,,"[[n_h_lin_v*T, d_head_lin_v]]","[47855, 47859]",56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.mul.Tensor,[],prefill,False,
47861,linear_attn,norm,_to_copy,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47860],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten._to_copy.default,[],prefill,True,
47862,linear_attn,norm,elementwise_mul,"[[d_head_lin_v], [n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47861],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.mul.Tensor,[model.layers.56.linear_attn.norm.weight],prefill,False,
47863,linear_attn,norm,_to_copy,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47854],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten._to_copy.default,[],prefill,True,
47864,linear_attn,norm,silu,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47863],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.silu.default,[],prefill,False,
47865,linear_attn,norm,elementwise_mul,"[[n_h_lin_v*T, d_head_lin_v], [n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]","[47862, 47864]",56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten.mul.Tensor,[],prefill,False,
47866,linear_attn,norm,_to_copy,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[n_h_lin_v*T, d_head_lin_v]]",[47865],56,linear_attn,norm,2,model.layers.56.linear_attn.norm,aten._to_copy.default,[],prefill,True,
47867,linear_attn,,view,"[[n_h_lin_v*T, d_head_lin_v]]",,,"[[B, T, n_v*d_v]]",[47866],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47868,linear_attn,out_proj,t,"[[d_model, n_v*d_v]]","[d_model, n_v*d_v]",0,"[[n_v*d_v, d_model]]",[],56,linear_attn,out_proj,2,model.layers.56.linear_attn.out_proj,aten.t.default,[model.layers.56.linear_attn.out_proj.weight],prefill,True,
47869,linear_attn,out_proj,view,"[[B, T, n_v*d_v]]",,,"[[T, n_v*d_v]]",[47867],56,linear_attn,out_proj,2,model.layers.56.linear_attn.out_proj,aten.view.default,[],prefill,True,
47870,linear_attn,out_proj,matmul,"[[T, n_v*d_v], [n_v*d_v, d_model]]","[d_model, n_v*d_v]",1,"[[T, d_model]]","[47868, 47869]",56,linear_attn,out_proj,2,model.layers.56.linear_attn.out_proj,aten.mm.default,[model.layers.56.linear_attn.out_proj.weight],prefill,False,
47871,linear_attn,out_proj,_unsafe_view,"[[T, d_model]]",,,"[[B, T, d_model]]",[47870],56,linear_attn,out_proj,2,model.layers.56.linear_attn.out_proj,aten._unsafe_view.default,[],prefill,True,
47872,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[46829, 47871]",56,,,0,model.layers.56,aten.add.Tensor,[],prefill,False,
47873,post_attention_layernorm,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[47872],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
47874,post_attention_layernorm,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[47873],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
47875,post_attention_layernorm,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[47874],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.mean.dim,[],prefill,False,
47876,post_attention_layernorm,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[47875],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.add.Tensor,[],prefill,False,
47877,post_attention_layernorm,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[47876],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.rsqrt.default,[],prefill,False,
47878,post_attention_layernorm,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[47873, 47877]",56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.mul.Tensor,[],prefill,False,
47879,post_attention_layernorm,,_to_copy,[[d_model]],,,[[d_model]],[],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten._to_copy.default,[model.layers.56.post_attention_layernorm.weight],prefill,True,
47880,post_attention_layernorm,,elementwise_add,[[d_model]],,,[[d_model]],[47879],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.add.Tensor,[model.layers.56.post_attention_layernorm.weight],prefill,False,
47881,post_attention_layernorm,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]","[47878, 47880]",56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten.mul.Tensor,[],prefill,False,
47882,post_attention_layernorm,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[47881],56,post_attention_layernorm,,1,model.layers.56.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
47883,mlp,gate_proj,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],56,mlp,gate_proj,2,model.layers.56.mlp.gate_proj,aten.t.default,[model.layers.56.mlp.gate_proj.weight],prefill,True,
47884,mlp,gate_proj,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[47882],56,mlp,gate_proj,2,model.layers.56.mlp.gate_proj,aten.view.default,[],prefill,True,
47885,mlp,gate_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]","[47883, 47884]",56,mlp,gate_proj,2,model.layers.56.mlp.gate_proj,aten.mm.default,[model.layers.56.mlp.gate_proj.weight],prefill,False,
47886,mlp,gate_proj,_unsafe_view,"[[T, d_ff]]",,,"[[B, T, d_ff]]",[47885],56,mlp,gate_proj,2,model.layers.56.mlp.gate_proj,aten._unsafe_view.default,[],prefill,True,
47887,mlp,act_fn,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[47886],56,mlp,act_fn,2,model.layers.56.mlp.act_fn,aten.silu.default,[],prefill,False,
47888,mlp,up_proj,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],56,mlp,up_proj,2,model.layers.56.mlp.up_proj,aten.t.default,[model.layers.56.mlp.up_proj.weight],prefill,True,
47889,mlp,up_proj,view,"[[B, T, d_model]]",,,"[[T, d_model]]",[47882],56,mlp,up_proj,2,model.layers.56.mlp.up_proj,aten.view.default,[],prefill,True,
47890,mlp,up_proj,matmul,"[[T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[T, d_ff]]","[47888, 47889]",56,mlp,up_proj,2,model.layers.56.mlp.up_proj,aten.mm.default,[model.layers.56.mlp.up_proj.weight],prefill,False,
47891,mlp,up_proj,_unsafe_view,"[[T, d_ff]]",,,"[[B, T, d_ff]]",[47890],56,mlp,up_proj,2,model.layers.56.mlp.up_proj,aten._unsafe_view.default,[],prefill,True,
47892,mlp,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[47887, 47891]",56,mlp,,1,model.layers.56.mlp,aten.mul.Tensor,[],prefill,False,
